orr_id, name, location, date, year, lat, lon, type, cause
8546,M/T STENA PRIMORSK,"Albany, NY",2012-Dec-20,2012,42.3930555556,-73.7669444444,Potential Oil Spill,Grounding
8545,MODU in Distress,"14nm Offshore, LA",2012-Dec-17,2012,29.32145,-92.4688166667,Potential Oil Spill,Vessel in Distress
8528,Chloride Solution,"Jackson, AL",2012-Nov-11,2012,31.5,-87.9,Chemical/Biological Spill,Leaking Tank
8525,Oiled Wildlife," St Lawrence Island, Alaska",2012-Nov-07,2012,61.8166666667,-176.916666667,Oil Spill,
8524,Barge HMS 2000,"Port Angeles, WA",2012-Nov-07,2012,48.1417277778,-123.446452778,Oil Spill,Transfer
8521,Hurricane Sandy - Spills in the Arthur Kill,"Arthur Kill, NJ",2012-Oct-31,2012,74.255,-40.5416666667,"Oil Spill, Potential Chemical/Biological Spill",hurricane
8514,F/V MAVERICK,"30 miles W. of La Push, WA",2012-Sep-28,2012,47.925,-125.326666667,Oil Spill,Collision
8511,"F/V GEMINI, F/V WESTERN FLYER","Swinomish Channel, WA",2012-Sep-24,2012,48.4548,-122.514944444,Oil Spill,Capsized Vessel
8507,Mystery Sheen,"Cheboygan, MI",2012-Sep-04,2012,45.6469444444,-84.4744444444,Other,Algal sheen
8508,Hurricane Isaac - Sector Mobile Responses,"Sector Mobile, AOR-MS, AL, FL Panhandle",2012-Sep-01,2012,30.65,-88.06,Other,Hurricane Response
8504,Anhydrous ammonia leak,"Fisherman's terminal, Seattle",2012-Aug-31,2012,47.6464361111,-122.350052778,Chemical/Biological Spill,Leaking Tank
8502,Southern Recycling Drifting Dry Dock,Gulf of Mexico off LA,2012-Aug-28,2012,27.5,-90.2166666667,Other,Drifting Dry Dock Search
8500,Hansa Berlin,"Mariel, Cuba",2012-Aug-27,2012,23.0333333333,-82.7833333333,Potential Oil Spill,Grounding
8501,Westshore Pipeline,"Palos Heights, IL",2012-Aug-27,2012,41.6820166667,-87.8309861111,Oil Spill,Pipeline Leak
8497,Platform IRENE potential spill,"Off Point Arguello, CA",2012-Aug-24,2012,34.6072222222,-120.727777778,Potential Oil Spill,Pipeline pressure drop
8499,Energy 21 Pipeline Leak W Delta31,"Gulf of Mexico 30mi SE of Grand Isle, LA",2012-Aug-24,2012,29.1438888889,-89.6755555556,Oil Spill,Pipeline Leak
8498,F/V Sea Biscuit,"Near Bodega Bay, CA",2012-Aug-24,2012,38.3067361111,-123.019272222,Oil Spill,Grounding
8496,Mystery sheen,"San Pedro Channel, Off Los Angeles, CA",2012-Aug-23,2012,33.5015,-118.118,Oil Spill,Mystery Spill
8495,Walter Oil &amp; Gas - W Delta 107,Gulf of Mex just off MISS R. SW Pass,2012-Aug-22,2012,28.83025,-89.5269,Oil Spill,Pipeline Leak
8493,Sun Drilling Divinylbenzene tank fire,"Belle Chasse, LA, Miss R. MM-67",2012-Aug-17,2012,29.858,-89.983,Chemical/Biological Spill,Fire / Explosion
8492,"F/V ""Up The Ladder""","Cuttyhunk, MA",2012-Aug-16,2012,41.4163333333,-70.9457833333,Oil Spill,Grounding
8490,M/V Ocean Crescent ,"GOMEX south of Pensacola, FL",2012-Aug-03,2012,29.1233333333,-87.1533333333,Oil Spill,Discharge / Dumping
8491,TCI Fire,"Ghent, NY",2012-Aug-02,2012,42.3273472222,-73.7098166667,Chemical/Biological Spill,Collision
8485,FV View Point,"Prince of Wales Bay, SE Alaska",2012-Jul-29,2012,54.8316666667,-131.928333333,Oil Spill,Grounding
8489,Sunken NPS work boat,"Adelup, Guam",2012-Jul-29,2012,13.4811111111,144.722222222,,Capsized Vessel
8486,Mystery Sheen Vermillian 51,"GOMEX, 13mi south of LA Coast",2012-Jul-28,2012,29.3836111111,-92.1652777778,Oil Spill,Mystery Spill
8483,Pipeline Leak-Eugene Isl 305,"GOM 60mi SE of Timbalier Bay, LA",2012-Jul-27,2012,28.2930555556,-91.5663888889,Oil Spill,Pipeline Leak
8484,FV Mary Kay,"Cape Chacon, SE Alaska",2012-Jul-27,2012,54.6335833333,-132.072233333,Oil Spill,Sunken Vessel
8482,F/V Two Mikes sunk,"Yaquina Bay bar entrance, OR",2012-Jul-23,2012,44.6118555556,-124.082991667,Oil Spill,
8480,Tug MADISON,"South Lake Huron, near the entrance to St Clair River, MI",2012-Jul-19,2012,43.1016666667,-82.4508333333,Oil Spill,Sunken Vessel
8479,F/V Joe,"Terrebonne, LA",2012-Jul-18,2012,29.1746666667,-91.0198333333,Oil Spill,Sunken Vessel
8478,Mystery Sheen,"11 nm Offshore, LA",2012-Jul-12,2012,29.1211111111,-88.8463888889,Oil Spill,Mystery Spill
8477,FV Sherry Ann,"Martha's Vineyard, MA",2012-Jul-11,2012,41.19308,-70.8008333333,Potential Oil Spill,Grounding
8476,Chassell Mercury Spill,"Portage Lake, Chassell, MI",2012-Jul-09,2012,47.06359,-88.5184,Chemical/Biological Spill,Leaking storage flasks
8475,Oily Waste Discharge,"35 miles Offshore, Louisiana",2012-Jul-08,2012,28.4558333333,-91.0813888889,Oil Spill,Discharge / Dumping
8474,F/V Excellence ammonia release,"Dutch Harbor, AK",2012-Jul-06,2012,53.9,-166.541666667,Chemical/Biological Spill,Refrigeration system leak
8473,MSRC Dispersant Exercise Issue-13Jun2012,"Chandeleur Sound, LA",2012-Jul-05,2012,29.8333333333,-89.0666666667,Other,Dispersant test exercise
8472,F/V Sound Leader sunk,"Offshore Newport, OR",2012-Jul-03,2012,44.6666666667,-124.1,Potential Oil Spill,Sunken Vessel
8470,F/V Quest Sunk,"Offshore Westport, WA",2012-Jun-29,2012,46.9666666667,-124.466666667,Potential Oil Spill,
8467,500 lbs Propane Tanks,"Duluth, MN",2012-Jun-23,2012,46.6551166667,-92.2685333333,Potential Chemical/Biological Spill,River flooding
8465,MV Jireh,"Mona Island, PR",2012-Jun-21,2012,18.0678333333,-67.925,Potential Oil Spill,Grounding
8461,Pleasure Craft Revenge,"Carrington Point, Santa Rosa Island, CA",2012-Jun-10,2012,34.0316666667,-120.04,Potential Oil Spill,Sunken Vessel
8460,M/V Monterrey,"Chiniak Bay, Kodiak, AK",2012-Jun-09,2012,57.755,-152.446666667,Oil Spill,Grounding
8458,Pipeline Leak,"Off Atchafalaya Bay, LA",2012-Jun-07,2012,29.3586111111,-91.5033333333,Oil Spill,Pipeline Leak
8457,Army Corps vessel,"NW of Eureka, CA",2012-Jun-06,2012,41.1383333333,-124.386333333,Oil Spill,Discharge / Dumping
8456,CF Industries Ammonia Release,"Donaldsonville, LA",2012-May-31,2012,30.0977777778,-90.9555555556,Chemical/Biological Spill,Tornado - damaged flairs
8454,Platform Fire SP 93 B,Gulf of Mexico south of Miss R. (LA),2012-May-29,2012,28.6616666667,-89.4083333333,Potential Oil Spill,Fire / Explosion
8452,FV ARIES sunk,"Offshore of Umpqua Bar, OR",2012-May-29,2012,43.6709722222,-124.248333333,Potential Oil Spill,Capsized Vessel
8451,Mystery Sheen,"South Marsh Island Block 112, Offshore LA",2012-May-23,2012,28.4133333333,-91.9227777778,Oil Spill,Mystery Spill
8450,Mystery Sheen,"Off San Diego, CA",2012-May-22,2012,32.72,-117.596666667,Potential Oil Spill,
8449,Mystery Sheen West Delta 117,"28nmi SE of west side ofMiss R. Delta, LA",2012-May-18,2012,28.80585,-89.79,Oil Spill,Mystery Spill
8446,Deep Sea Fire and Spill,"Whidbey Island, Penn Cove, WA",2012-May-14,2012,48.2277777778,-122.706388889,Oil Spill,Fire / Explosion
8443,T/S Yare,"88 NM South of Andros Island, Bahamas",2012-May-11,2012,22.1885,-77.2773333333,Potential Oil Spill,Grounding
8445,MSC Idil,59 nm north of Puerto Rico,2012-May-11,2012,19.4516666667,-66.1066666667,Potential Oil Spill,potential
8444,F/V Lucky Diamond,Nearshore LA,2012-May-11,2012,29.4347222222,-92.2691666667,Potential Oil Spill,Fire / Explosion
8440,Makah F/V aground,"Neah Bay, WA",2012-May-09,2012,48.3946166667,-124.653466667,Potential Oil Spill,Grounding
8442,Platform Elly sheen,"Off Huntingon Beach, CA",2012-May-09,2012,33.5822222222,-118.1275,Oil Spill,Pipeline Leak
8441,Mystery Sheen,"Willamette River, OR",2012-May-09,2012,45.3565555556,-122.612027778,Oil Spill,Collision
8439,Pipeline Release,"Near Mississippi River Delta, LA",2012-May-07,2012,29.1105277778,-89.3755555556,Oil Spill,Pipeline Leak
8438,"M/V Anna Mersk, Leaking Container","Seattle, WA",2012-May-04,2012,47.5811111111,-122.353055556,Chemical/Biological Spill,Leaking Shipping Container
8448,M/V Skyroyal,"Near Honolulu, HI",2012-May-03,2012,20.8855555556,-138.451666667,Other,
8437,RowanXL-1 rig/TV FR8 Pride,"Port Aransas, TX channel",2012-May-02,2012,27.8183333333,-97.0083333333,Oil Spill,Collision
8436,Mystery Sheen,"South Timbalier Block 23, LA",2012-Apr-29,2012,29.0041666667,-90.1077777778,Oil Spill,Mystery Spill
8433,M/V Pacific Sea adrift,"Off Point Arena, CA",2012-Apr-24,2012,38.755,-124.015,Potential Oil Spill,Drifting ship
8432,Mystery Sheen,"Timbalier Bay, LA",2012-Apr-18,2012,29.1723333333,-90.4488333333,Oil Spill,Mystery Spill
8431,F/V Lady Myrtle,US/Canada Border (Maine/New Brunswick),2012-Apr-14,2012,44.7916666667,-66.875,Oil Spill,Fire / Explosion
8429,M/V Overseas Beryl,"Near New Orleans, LA",2012-Apr-09,2012,29.923256,-89.939554,Oil Spill,Leaking Tank
8421,"TUG INVADER, Vigor Marine Shipyard","Everett, WA",2012-Mar-19,2012,47.9814444444,-122.218055556,Oil Spill,Sunken Vessel
8420,"BOA Pipeline Strike, Barataria Pass","Near Grand Isle, LA",2012-Mar-17,2012,29.2789366667,-89.953875,"Oil Spill, Potential Oil Spill",Pipeline Leak
8419,Burning Platform,"Off Empire, LA",2012-Mar-16,2012,29.4575,-89.3930555556,"Oil Spill, Potential Oil Spill",Fire / Explosion
8416,Pipeline Release,"Near Grand Isle, LA",2012-Mar-14,2012,29.3197222222,-89.9691666667,Oil Spill,Pipeline Leak
8415,F/V CHEVELLE grounding with diesel leaking,"Yaquina Bay, OR",2012-Mar-10,2012,44.6116666667,-124.08,Oil Spill,Grounding
8414,Leaking container,"Harbor Island, Seattle,WA",2012-Mar-09,2012,47.5716027778,-122.349469444,Potential Chemical/Biological Spill,Leaking Shipping Container
8410,Garden Island Bay Barge hits old well,"Garden Island Bay, Miss R Delta, LA",2012-Feb-29,2012,29.0909,-89.1636,Oil Spill,Pipeline Leak
8409,Mystery Sheen,"South Marsh Island Block 223, LA",2012-Feb-27,2012,29.4083333333,-91.9922222222,Oil Spill,Mystery Spill
8405,F/V PLAN B,Southern Maine,2012-Feb-21,2012,43.2863333333,-70.2745,Oil Spill,Sunken Vessel
8404,Calcium Chloride ,120nm off TX,2012-Feb-19,2012,27.3958333333,-94.4522222222,Chemical/Biological Spill,Pipeline Leak
8403,Barge SMI 30020,"New Orleans, LA",2012-Feb-17,2012,30.0483333333,-90.5902777778,Oil Spill,Collision
8402,Condensate Sheen,"South Marsh Block 236, LA",2012-Feb-15,2012,29.3333333333,-92,Oil Spill,Pipeline Leak
8400,Tank Overflow,"Galveston, TX",2012-Feb-02,2012,29.1455555556,-94.8305555556,Oil Spill,Leaking Tank
8401,Leaking Pipeline,"Timbalier, LA",2012-Feb-02,2012,28.9397222222,-90.3558333333,Oil Spill,Pipeline Leak
8399,FV Kimberly grounding,"Shelikof Strait, Alaska",2012-Jan-28,2012,57.55,-155,Potential Oil Spill,Grounding
8398,Floating Barrel,"Port Aransas, TX",2012-Jan-27,2012,27.7333333333,-96.7166666667,Potential Oil Spill,Marine Debris
8397,Mystery Sheen,"Point A La Hache, Plaquemines Parish, LA",2012-Jan-24,2012,29.6166666667,-89.8,Oil Spill,Mystery Spill
8396,Mystery Sheen,"Grand Isle, LA",2012-Jan-20,2012,29.0430555556,-90.1194444444,Oil Spill,Mystery Spill
8392,Sodium Hydroxide Barge,"Mississippi River, LA",2012-Jan-08,2012,30.0333333333,-90.8333333333,Chemical/Biological Spill,Transfer
8391,Mystery Sheen,"South Marsh Island Block 239, LA",2012-Jan-06,2012,29.3191666667,-91.9156666667,Oil Spill,Pipeline Leak
8390,Mystery spill,"Orofino, ID",2011-Dec-30,2011,46.4803277778,-116.257355556,Oil Spill,mystery release
8389,Russian icebreaker Tanker Renda,"Winter fuel delivery to Nome, Alaska",2011-Dec-21,2011,64.4906777778,-165.446005556,Potential Oil Spill,
8385,Tug Nathan Stewart &amp; Tanker Barge Adrift,NE Gulf of Alaska,2011-Dec-18,2011,58.46,-138.365,Potential Oil Spill,No release to date.  
8379,M/V Morning Cedar,"Aleutian Islands, Alaska",2011-Dec-07,2011,52.3466666667,-178.61,Potential Oil Spill,No spill occurred
8374,Truck Roll-Over,"Clearwater River, ID",2011-Nov-12,2011,46.6392138889,-121.387719444,Oil Spill,Truck roll-over
8373,Sinking Barge,"Offshore, Miami, FL",2011-Nov-08,2011,25.65,-79.75,Other,Sunken Vessel
8372,Oak Creek Power Station,"Western Lake Michigan, south of Milwaukee, WI",2011-Nov-02,2011,42.8444444444,-87.8286111111,Other,Landslide
8371,Sunken barge carrying caustic soda,"Mississippi River, mile marker 81",2011-Oct-30,2011,37.6501583333,-89.5152666667,Potential Chemical/Biological Spill,Sunken Vessel
8368,M/V Justin,"Alki Point, Washington",2011-Oct-14,2011,47.5205194444,-122.401419444,Oil Spill,Sunken Vessel
8367,C/V Edfu,"near mouth of Columbia River, OR",2011-Oct-11,2011,46.1856111111,-124.276555556,Potential Oil Spill,
8364,F/V Phyllis aground,"South shore of Santa Cruz Island, CA",2011-Sep-27,2011,33.9871333333,-119.648166667,Potential Oil Spill,Grounding
8361,Crowley Barge Adrift,"Diomede Islands, AK",2011-Sep-21,2011,65.7852777778,-168.978333333,Potential Oil Spill,lost tow
8360,Mystery slick,"North end of Barataria Bay, La.",2011-Sep-15,2011,29.3877777778,-89.8661111111,Oil Spill,Mystery Spill
8357,Drifting Telephone Poles,"Gulf of Mexico, LA",2011-Sep-13,2011,28.4408333333,-90.685,Other,Drifting telephone poles - Nav hazard
8358,Cedyco Manila Village Spill,"Bayou Dupont, LA",2011-Sep-11,2011,29.51055,-89.98611,Oil Spill,Pipeline Leak
8351,Storage Tank Rupture,"Mobile River, AL",2011-Sep-01,2011,30.7172222222,-88.0386111111,Oil Spill,Leaking Tank
8350,F/V Midnight Hour,"Approx 1nm off the West End of Santa Catalina Island, CA",2011-Aug-31,2011,33.4666666667,-118.625,Potential Oil Spill,Sunken Vessel
8353,Capital Terminal,"East Providence, RI",2011-Aug-31,2011,41.8284416667,-71.3744305556,Oil Spill,Pipeline Leak
8348,Hurricane Irene,"East Coast, US",2011-Aug-24,2011,37.5885,-76.1811111111,"Potential Oil Spill, Potential Chemical/Biological Spill",
8346,Mystery slick,"17 miles offshore; Port Arthur, TX",2011-Aug-23,2011,29.467,-92.8026666667,Oil Spill,Mystery Spill
8345,Mystery Sheen in Block MC-252-19Aug11,Gulf of Mexico Lease Block Mississippi Canyon 252,2011-Aug-20,2011,28.7,-88.4,Oil Spill,Mystery Spill
8344,Texas City #6 fuel spill,"Texas City, Galveston Bay",2011-Aug-19,2011,29.3702222222,-94.8905305556,Oil Spill,Transfer
8341,Anacostia River,"Washington, DC",2011-Aug-15,2011,38.8807277778,-76.9717638889,Oil Spill,
8339,T/V Sea Falcon,"Delaware Bay, Delaware",2011-Aug-06,2011,38.94,-75.12,Potential Oil Spill,Grounding
8331,F/V Copacetic sinking,"Puget Pt, NW Gulf of Alaska",2011-Jul-07,2011,59.9166666667,-148.45,Potential Oil Spill,Sunken Vessel
8330,Sheen report,"Off San Diego, CA",2011-Jun-29,2011,32.6116666667,-117.4305,Potential Oil Spill,Mystery Spill
8329,Tug Aries,"95 miles east of St. Paul, Alaska",2011-Jun-26,2011,56.8,-167.383333333,Oil Spill,Sunken Vessel
8326,"Mystery Slick, Breton Sound (NRC 978985)","Breton Sound, GOM",2011-Jun-08,2011,29.4347222222,-89.2736111111,Oil Spill,Mystery Spill
8325,F/V Relentless Pursuit,"Sandy Hook, NJ",2011-Jun-05,2011,40.4783333333,-74.0177777778,Potential Oil Spill,Grounding
8322,CFS PAMPLONA,"Barceloneta, PR",2011-May-31,2011,18.55,-66.5616666667,Potential Oil Spill,Collision
8321,"F/V Nor'Quest grdg-Bristol Bay, Alaska",NW side of Hagemeister Island,2011-May-25,2011,58.745,-160.881666667,Potential Oil Spill,Grounding
8320,Re-fueling plane crash,"Point Mugu NAS, CA",2011-May-19,2011,34.1083333333,-119.133333333,Oil Spill,Plane Crash
8319,F/V Atlantic Traveler,"Manasquan Inlet, NJ",2011-May-11,2011,40.0983333333,-74.03,Oil Spill,Sunken Vessel
8318,RRT6 Activated:  2011 Mississippi River Flood,Lower Mississippi River States,2011-May-09,2011,40.6997222222,-74.0230555556,Other,Flood Event
8306,F/V Kathy Ann,"Avila Beach, CA",2011-Mar-30,2011,35.162,-120.751,Potential Oil Spill,Sunken Vessel
8301,MV Bethesda-Barge MMI-612,"Helena, AR at Helena Bridge on Miss R.",2011-Mar-17,2011,34.5292277778,-90.5902777778,Oil Spill,Collision
8298,Mystery Sheen,"Ship Shoal Block 65, LA",2011-Mar-13,2011,28.9972,-90.8617,Oil Spill,
8296,Javon Canyon spill hindcast request,"San Buenaventura State Beach, Ventura, CA",2011-Mar-09,2011,34.2733,-119.288,Potential Oil Spill,Pipeline Leak
8295,F/V Capt Andrew,"King Cove, Alaska Peninsula",2011-Mar-06,2011,55.0252,-162.224,Potential Oil Spill,Grounding
8293,Pipeline Gasoline Spill,Galveston Bay,2011-Feb-24,2011,29.3018333333,-94.7999444444,Oil Spill,Pipeline Leak
8291,F/V Midnite Son,"Afognak Island, Alaska",2011-Feb-11,2011,58.2727,-153.094,Potential Oil Spill,Grounding
8290,F/V Terrigail,"Unalaska Isl., Aleutian Isl., Alaska",2011-Feb-09,2011,53.4333,-167.383,Oil Spill,Grounding
8287,Algal Bloom Incident,"Gulf of Mexico off Panama City, FL-St. Andrews Bay",2011-Jan-31,2011,30.1667,-85.7,Other,Algal Bloom
8284,Potomac River Mineral Oil Spill,"Alexandria, VA",2011-Jan-25,2011,38.8041666667,-77.0438333333,Oil Spill,
8283,F/V Ruffian,"Latouche Isl, PWS, Alaska",2011-Jan-25,2011,60.0793,-147.862,Potential Oil Spill,
8279,Mystery spill-GOMEX off Barataria Bay,Gulf of Mexico 25 miles south of Barataria Bay,2011-Jan-06,2011,28.9078,-89.8231,Oil Spill,Mystery Spill
8278,Cape Canaveral #6 spill,Cape Canaveral Port,2010-Dec-29,2010,28.4128,-80.6128,Oil Spill,
8277,Black Oil Patch,"Manasquan Inlet, NJ",2010-Dec-10,2010,40.0873,-73.9815,Oil Spill,
8276,M/V City of Redwood,Mile 626 Ohio River,2010-Dec-06,2010,38.2511111111,-85.7844444444,Chemical/Biological Spill,
8275,M/V Golden Seas,"70nm North of Adak Island, AK",2010-Dec-03,2010,52.7403,-176.138,Potential Oil Spill,
8274,M/V Nelson,"130 miles south of St Croix, USVI",2010-Dec-02,2010,15.3667,-64.6167,Oil Spill,Sunken Vessel
8272,Pipeline Failure (NRC Report 960033),"Near Vinton, Louisiana",2010-Nov-16,2010,30.0606,-93.5511,Oil Spill,Pipeline Leak
8266,Dead Birds Washed up,Lake Michigan,2010-Nov-04,2010,42.0997222222,-88.975,Other,
8265,MODU Power Failure,"Gulf of Mexico, LA",2010-Nov-03,2010,28.0337,-89.1007,Potential Oil Spill,power failure
8264,Barge transfer accident,"Goleta Point, CA",2010-Oct-29,2010,34.4075,-119.892,Oil Spill,Transfer
